ID,PID,WAVE_w1,SURVEY1_w1,S_GENDER_w1,S_AGE_w1,S_AREA1_w1,par_age_1_w1,par_age_2_w1,par_edu_1_w1,par_edu_2_w1,par_job_a1_w1,par_job_b1_w1,par_nat_1_w1,par_nat_2_w1,family_a01_w1,household_w1,income_01_w1,income_02_w1,income_03_w1,par_foreigner_01_w1,fa_korean_ab_a01_w1,fa_korean_ab_a02_w1,fa_korean_ab_a03_w1,fa_korean_ab_a04_w1,mo_korean_ab_b01_w1,mo_korean_ab_b02_w1,mo_korean_ab_b03_w1,mo_korean_ab_b04_w1,communication_a01_w1,communication_b01_w1,korean_ab_a01_w1,korean_ab_a02_w1,korean_ab_a03_w1,korean_ab_a04_w1,fore_language_a01_w1,fore_language_b01_w1,fore_language_b02_w1,fore_language_b03_w1,fa_language_ab_a01_w1,fa_language_ab_a02_w1,fa_language_ab_a03_w1,fa_language_ab_a04_w1,mo_language_ab_b01_w1,mo_language_ab_b02_w1,mo_language_ab_b03_w1,mo_language_ab_b04_w1,national_awar_01_w1,visit_par_country_01_w1,visit_par_country_02_w1,visit_par_country_03_w1,visit_ko_country_01_w1,inter_par_country_01_w1,s_accul_str_01_w1,s_accul_str_02_w1,s_accul_str_03_w1,s_accul_str_04_w1,s_accul_str_05_w1,s_accul_str_06_w1,s_accul_str_07_w1,s_accul_str_08_w1,s_accul_str_09_w1,s_accul_str_10_w1,s_national_iden_01_w1,s_national_iden_02_w1,s_national_iden_03_w1,s_national_iden_04_w1,biticul_acc_01_w1,biticul_acc_02_w1,biticul_acc_03_w1,biticul_acc_04_w1,biticul_acc_05_w1,biticul_acc_06_w1,biticul_acc_07_w1,biticul_acc_08_w1,biticul_acc_09_w1,biticul_acc_10_w1,health_01_w1,body_satis01_w1,body_satis02_w1,body_satis03_w1,body_satis04_w1,body_satis05_w1,body_satis06_w1,s_esteem_a01_w1,s_esteem_a02_w1,s_esteem_a03_w1,s_esteem_a04_w1,s_resil_01_w1,s_resil_02_w1,s_resil_03_w1,s_resil_04_w1,s_resil_05_w1,s_resil_06_w1,s_resil_07_w1,s_resil_08_w1,s_resil_09_w1,s_resil_10_w1,s_resil_11_w1,s_resil_12_w1,s_resil_13_w1,s_resil_14_w1,life_satis_01_w1,life_satis_02_w1,life_satis_03_w1,score_01_w1,score_02_w1,score_03_w1,score_04_w1,score_05_w1,satis_score_01_w1,achiev_01_w1,achiev_02_w1,achiev_03_w1,achiev_04_w1,achiev_05_w1,achiev_06_w1,achiev_07_w1,edu_plan_01_w1,consider_job_a01_w1,fa_support_01_w1,fa_support_02_w1,fa_support_03_w1,fa_support_04_w1,fa_support_05_w1,fa_support_06_w1,fa_support_07_w1,pr_father_01_w1,pr_mother_01_w1,diff_father_01_w1,diff_mother_01_w1,parenting_a01_w1,parenting_a02_w1,parenting_a03_w1,parenting_b01_w1,parenting_b02_w1,parenting_b03_w1,parenting_b04_w1,parenting_b05_w1,n_friends_01_w1,fr_sup_01_w1,fr_sup_02_w1,fr_sup_03_w1,fr_sup_04_w1,fr_sup_05_w1,fr_sup_06_w1,fr_sup_07_w1,fr_rela_a01_w1,fr_rela_a02_w1,fr_rela_a03_w1,fr_rela_a04_w1,fr_rela_a05_w1,bullying_01_w1,bullying_02_w1,bullying_03_w1,bullying_04_w1,bullying_05_w1,bullying_06_w1,diff_school_a01_w1,diff_school_a02_w1,diff_school_a03_w1,diff_study_01_w1,learning_a01_w1,learning_a02_w1,learning_a03_w1,learning_a04_w1,learning_a05_w1,te_sup_01_w1,te_sup_02_w1,te_sup_03_w1,te_sup_04_w1,te_sup_05_w1,te_sup_06_w1,te_rela_a01_w1,te_rela_a02_w1,te_rela_a03_w1,te_rela_a04_w1,te_rela_a05_w1,help_in_sc_01_w1,help_in_sc_02_1_w1,help_in_sc_02_2_w1,help_community_01_w1,help_community_02_1_w1,help_community_02_2_w1,community_01_w1,community_02_w1,community_03_w1,community_04_w1,community_05_w1,community_06_w1
0709,103107,1,1,1,10,4,42,42,3,3,11,2,6,1,1,6,300,1,3,2, , , , ,4,3,3,3,1,4,4,3,3,4,2, , , , , , , ,4,4,4,4,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,1,1,1,1,4,4,2,3,3,3,3,3,2,2,3,2,1,3,2,2,4,2,4,3,4,3,2,5,2,3,2,3,4,4,3,3,3,2,4,1,3,3,3,3,3,3,3,4,4, ,8,4,4,3,1,3,2,3,1,7,4,4,4,4,4,4,4,3,3,3,1,2,1,1,1,1,1,1,11, , ,4,3,2,2,2,1,4,4,4,4,4,4,3,3,3,3,3,2, , ,2, , ,2,2,2,2,2,3
0710,103112,1,1,2,9,4,36, ,1, ,1, ,3, ,4,3,250,2,3,2, , , , ,4,4,4,4,1,-9,4,4,4,4,2, , , , , , , ,1,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,4,2,1,2,1,4,1,4,3,4,1,4,1,1,4,2,1,1,4,2,3,2,3,4,2,3,3,4,4,3,3,3,4,4,4,3,2,2,2,2,2,3,2,5,3,3,3,4,2,3,3,3,3,3,4,4,3,1,3,3,2,3,3,3,3,5,5, ,10,4,4,2,2,2,2,3,2,5,3,3,3,3,2,2,3,3,3,4,1,1,1,1,1,1,1,1,11, , ,7,2,3,3,2,1,3,3,2,2,2,1,3,2,4,2,4,2, , ,2, , ,3,2,2,3,2,2
0711,103115,1,1,1,10,4,48,46,2,4,11,1,6,1,1,6,200,1,3,2, , , , ,3,3,3,3,4,3,4,4,4,4,1,1,5, , , , , ,3,2,1,4,2,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,2,3,3,1,4,3,4,4,4,2,4,1,3,3,1,3,3,3,3,3,1,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,3,4,5,4,3,3,3,2,3,3,4,2,2,4,3,4,5,4,3,4,3,3,3,4,5,5, ,1,4,4,3,1,2,2,2,1,10,5,5,5,5,2,3,5,4,4,4,1,3,1,1,1,1,1,1,11, , ,7,4,2,3,3,2,3,4,3,2,3,3,4,3,4,3,3,2, , ,2, , ,4,4,1,4,4,4
0712,103121,1,1,2,10,4,36,41,2,2,4,7,2,1,1,3,300,1,3,2, , , , ,3,3,2,4,2,1,4,4,4,4,1,2, , , , , , ,3,2,2,2,1,1,2,4,2,3,1,1,1,1,1,1,1,1,1,3,3,2,3,3,4,4,4,4,3,3,2,3,3,3,2,3,3,1,3,4,1,4,4,3,4,3,2,3,3,3,3,2,2,3,3,3,3,2,2,4,2,4,3,2,3,3,3,2,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,5,5, ,10,1,1,2,1,3,1,1,1,5,3,2,3,5,2,2,3,3,4,4,2,3,3,1,3,1,1,1,9, , ,2,3,3,3,2,3,3,4,3,2,5,3,3,3,3,3,3,2, , ,2, , ,3,3,2,3,4,3
0713,103124,1,1,1,10,4,40,45,3,2,2,7,5,1,1,4,300,1,3,2, , , , ,3,3,3,3,2,1,4,4,4,4,2, , , , , , , ,2,2,2,2,1,1,1,4,1,3,2,2,1,1,1,1,1,1,1,3,2,3,3,2,3,3,4,3,3,2,3,2,3,4,1,3,3,2,3,3,1,4,4,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,4,2,5,2,5,1,3,3,3,3,2,2,2,4,1,3,3,3,3,2,3,2,3,4, ,10,2,3,3,2,2,2,3,2,15,5,5,5,5,5,5,5,3,2,4,2,3,1,1,1,1,1,1,11, , ,7,3,2,2,2,1,3,3,3,3,5,3,3,2,2,3,1,2, , ,2, , ,3,3,2,3,3,1
0714,103128,1,1,2,10,4,42,46,2,2,11,8,6,1,1,4,200,1,3,2, , , , ,3,3,3,3,1,1,3,3,3,3,2, , , , , , , ,2,1,2,2,1,2, , ,1,3,3,1,1,1,1,1,1,2,1,3,2,3,3,3,3,3,3,4,4,2,3,2,3,3,2,2,3,2,2,3,1,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,3,2,3,4,2,3,3,4,2,3,3,3,2,2,3,3,4,3,2,3,2,3,3,3,3,3,3, ,10,3,3,2,2,2,3,2,2,15,4,3,4,4,3,3,3,3,3,3,1,3,1,1,1,1,1,1,11, , ,7,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2, , ,2, , ,2,2,2,3,2,3
0715,103133,1,1,1,10,4,45,52,2,2,11,8,6,1,1,5,400,1,3,2, , , , ,4,3,3,3,1,1,4,4,4,4,2, , , , , , , ,4,3,3,3,1,1,2,3,2,4,1,1,1,1,1,1,1,1,1,3,2,2,3,2,2,4,4,3,2,2,3,2,2,2,1,2,2,2,3,3,1,3,4,2,3,3,3,3,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,4,1,4,4,3,3,3,3,3,4,4, ,10,4,4,3,2,2,2,2,1,30,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,11, , ,7,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,2, , ,2, , ,3,3,2,3,3,4
0715,103134,1,1,2,10,4,45,52,2,2,11,8,6,1,1,5,400,1,3,2, , , , ,4,3,4,4,1,1,4,3,4,4,2, , , , , , , ,1,1,1,1,1,1,2,9,2,4,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3,3,3,2,3,2,2,3,3,1,3,2,2,3,2,2,3,4,3,4,2,3,3,2,3,4,3,3,2,3,3,4,3,3,3,3,3,5,2,5,2,5,1,3,4,3,3,3,3,3,3,2,3,2,3,4,2,4,2,4,4, ,10,3,3,3,2,2,2,2,2,28,3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,1,2,5,7,8,7,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2, , ,2, , ,2,3,3,3,3,3
0716,103137,1,1,2,10,4,48,58,1,1,11,11,3,1,1,3,90,4,2,2, , , , ,4,4,4,4,2,1,4,4,4,4,2, , , , , , , ,4,4,4,4,1,2, , ,1,5,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,4,4,3,3,4,2,4,4,1,3,3,1,2,4,1,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3,3,3,2,3,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,5,5, ,5,4,4,4,1,1,1,1,1,34,4,4,4,4,3,3,3,4,3,4,1,3,1,1,1,1,1,1,11, , ,7,4,3,4,4,1,3,3,3,3,2,3,4,3,3,3,3,1,3, ,1,6, ,3,3,1,4,4,4
0717,103142,1,1,1,10,4,46,47,2,2,11,8,6,1,1,6,300,1,3,2, , , , ,3,3,3,3,3,1,4,3,3,3,1,1, , , , , , ,2,2,2,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,3,3,2,2,3,4,2,3,3,3,2,2,2,3,4,2,2,2,4,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,2,3,3,3,3,3,3,3,4,1,3,3,3,3,3,2,2,4,4, ,10,3,3,3,1,2,2,2,1,30,3,4,4,4,3,4,4,4,3,3,2,2,1,1,1,1,1,1,11, , ,7,3,3,3,3,2,3,4,3,2,3,2,3,2,3,3,3,2, , ,2, , ,3,3,1,3,3,3
0718,103147,1,1,1,10,4,46,49,3,2,11,8,6,1,1,4,290,1,3,2, , , , ,3,3,4,4,3,2,4,4,4,4,1,1,5, , , , , ,4,3,3,3,3,1,2,8,1,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,1,3,3,1,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,5,5,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5, ,2,4,4,4,1,1,1,1,1,32,5,5,5,5,5,5,5,4,4,4,1,4,1,1,1,1,1,1,11, , ,7,4,3,4,4,1,5,5,5,5,5,5,4,4,4,4,2,1,7, ,1,1, ,4,4,1,4,4,4
0719,103150,1,1,2,10,4,36,48,4,2,2,7,5,1,1,4,250,1,2,2, , , , ,3,2,3,3,1,1,3,4,3,3,2, , , , , , , ,1,1,1,2,1,1,2,1,2,4,3,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,3,3,2,3,3,2,2,2,3,2,3,1,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,3,3,4,3,3,4,4,5,3,3,2,3,4,3,2,3,3,3,4,5,3,4,3,3,3,3,3,4,5, ,10,3,3,3,2,2,2,2,1,5,4,4,5,5,4,4,4,3,2,3,1,3,1,1,1,1,1,1,11, , ,7,3,3,3,4,2,3,4,3,4,3,4,3,3,3,3,4,2, , ,2, , ,3,3,1,3,3,3
0720,103155,1,1,2,10,4,37,41,3,2,11,7,6,1,1,5,150,1,3,2, , , , ,3,3,3,3,2,1,3,3,3,3,1,1,5, , , , , ,3,3,3,3,1,1,2,5,1,3,1,1,1,1,1,1,1,1,1,3,2,3,2,1,4,4,3,3,2,3,2,2,3,3,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,3,2,1,1,1,3,2,1,3,3,3,2,3,5,5,5,2,3,3,3,3,3,3,3,3,3,1,5,4,4,4,4,4,4,4,4,4, ,1,4,4,4,2,2,2,1,1,1,5,5,4,5,4,4,4,3,3,3,1,3,1,1,1,1,1,1,11, , ,7,3,3,2,3,2,4,5,4,4,4,4,3,2,3,3,3,2, , ,2, , ,2,2,2,4,4,2
0721,103159,1,1,1,10,4,44,44,2,4,11,9,6,1,1,7,200,1,3,2, , , , ,3,2,3,2,1,1,4,4,4,4,1,5, , , , , , ,2,3,2,2,1,1,2,1,2,5,1,2,2,1,2,1,1,2,1,3,3,2,3,2,2,2,3,4,4,2,3,2,3,3,2,2,2,3,2,2,2,4,4,2,3,3,3,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3,2,2,4,3,3,2,3,3,3,3,3,2,2,4,1,3,3,2,3,3,4,4,5,4, ,5,3,3,2,3,2,3,2,1,2,3,4,5,4,3,4,3,3,3,3,2,3,1,2,2,2,1,2,11, , ,2,3,2,2,4,3,4,5,4,3,5,4,3,3,3,2,3,2, , ,1,3, ,3,3,3,4,3,4
0722,103166,1,1,2,10,4,36,43,2,1,2,7,5,1,1,4,180,1,3,2, , , , ,3,3,4,4,2,1,3,3,3,3,2, , , , , , , ,1,1,1,1,3,1,1,3,1,5,1,1,1,1,1,1,2,1,1,2,3,3,3,3,3,3,4,4,3,3,3,2,3,3,2,2,2,1,3,4,1,4,4,2,4,3,3,2,3,2,3,3,3,2,4,3,2,3,4,4,4,4,5,4,2,3,3,2,3,2,3,3,3,2,3,4,5,4,3,3,4,4,4,3,5,5, ,10,4,4,2,1,1,1,2,1,10,2,2,2,3,2,2,2,2,3,3,2,2,1,1,1,1,1,1,4,6,7,7,3,3,3,2,2,3,4,3,4,4,3,4,2,4,4,4,1,7, ,2, , ,3,3,1,3,3,3
0723,103170,1,1,2,10,4,36,49,2,2,1,6,3,1,1,4,200,2,2,2, , , , ,4,4,3,4,1,1,4,4,3,4,1,1, , , , , , ,2,2,2,2,1,2, , ,1,3,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,2,3,1,3,3,3,3,2,2,2,2,3,3,2,2,2,2,3,2,3,3,3,4,3,4,3,3,3,3,2,2,3,3,2,2,3,2,4,1,3,2,2,2,3,3,3,3,3, ,1,3,3,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,2,2,2,3,1,1,1,1,1,1,11, , ,4,2,3,2,3,2,3,3,3,3,3,3,2,2,2,3,4,2, , ,2, , ,3,2,3,3,2,3
0724,103175,1,1,2,9,4,48,53,2,1,11,7,6,1,1,4,150,1,2,2, , , , ,3,3,3,4,1,1,4,4,4,4,2, , , , , , , ,1,1,1,2,1,1,2,1,2,3,2,1,2,1,1,1,1,1,1,4,2,2,3,2,3,2,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,4,3,2,2,3,3,2,2,2,2,3,2,2,3,1,2,2,1,2,2,2,2,3,3, ,10,3,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,1,1,1,1,1,1,11, , ,7,3,4,2,3,3,3,4,3,3,2,2,3,2,2,3,3,2, , ,2, , ,2,3,2,2,2,2
0725,103178,1,1,1,10,4,37,49,1,1,4,7,5,1,1,3,140,1,2,2, , , , ,3,2,3,3,1,1,4,4,4,4,1,1, , , , , , ,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,3,3,3,2,2,4,3,3,4,4,2,2,2,3,3,1,2,2,1,3,3,2,3,3,1,3,3,3,3,2,3,3,1,2,2,3,2,3,3,3,3,1,1,3,3,3,3,3,2,2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,4, ,8,1,3,3,3,2,3,3,2,3,5,4,5,5,3,3,5,2,3,3,2,3,1,1,1,1,1,1,11, , ,2,2,2,2,3,2,4,3,3,3,3,4,3,3,2,3,3,2, , ,2, , ,2,3,3,3,3,3
0726,103182,1,1,1,10,4,43,48,3,4,6,6,6,1,1,6,100,1,2,2, , , , ,2,2,2,3,1,1,4,4,4,4,2, , , , , , , ,1,1,1,1,1,1,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,4,3,2,1,2,3,2,1,1,1,1,2,4,2,4,1,2,2,2,1,1,4,3,1,3,2,2,2,2,4,2,3,3,3,3,1,3,2,3,2,3,2,2,2,2,2,3,2,1,3,3,2,3,3,3,2,4,4, ,8,3,3,3,4,2,2,2,3,0,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,2,3,2,3,6,7,7,2,3,4,2,1,2,2,1,1,2,2,3,2,3,2,4,2, , ,2, , ,3,3,1,3,3,4
0727,103187,1,1,1,10,4,43,48,3,1,11,8,7,1,1,5,160,1,1,2, , , , ,4,4,4,4,2,1,3,3,3,3,2, , , , , , , ,2,2,2,2,1,1,2,4,1,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,4,3,4,4,4,2,4,2,3,4,2,4,4,2,4,4,2,4,4,2,4,3,3,3,3,4,4,3,3,2,4,3,2,3,4,4,2,3,3,4,2,3,4,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,4,4, ,6,3,3,3,3,2,3,3,2,2,3,4,5,4,3,4,5,3,2,3,3,2,2,2,2,2,1,1,3, , ,3,3,2,2,2,4,4,3,3,3,2,5,2,3,3,3,4,2, , ,2, , ,3,2,3,3,3,2
0728,103193,1,1,2,10,4,35,47,1,2,6,6,2,1,1,6,280,1,3,2, , , , ,4,4,4,4,1,1,4,4,4,4,2, , , , , , , ,1,1,1,2,1,1,2,1,1,5,4,1,1,1,2,2,3,1,1,4,3,4,3,3,4,2,3,4,4,2,4,2,3,3,1,3,3,1,4,4,1,4,4,2,3,4,4,4,4,4,4,4,4,2,4,4,3,3,4,4,4,4,2,4,3,4,4,2,3,3,3,3,3,4,3,4,5,4,3,3,4,4,4,3,5,5, ,10,3,3,1,2,3,1,1,1,1,3,5,4,4,3,3,4,4,3,4,1,3,1,1,1,1,1,1,1, , ,7,4,4,3,4,3,5,5,4,4,5,5,4,4,4,4,3,2, , ,2, , ,4,4,1,4,4,4
0729,103198,1,1,1,10,4,45, ,3, ,2, ,3, ,2,3,80,2,1,2, , , , ,4,4,4,4,1,6,4,4,4,4,1,2, , , , , , ,2,2,3,3,1,1,2,1,1,3,3,2,2,1,1,1,1,1,1,2,2,2,2,2,3,2,3,3,4,2,3,2,2,3,1,2,2,4,2,4,2,1,3,2,2,2,3,2,3,2,3,3,2,2,2,3,2,2,3,3,4,3,3,3,4,4,4,2,3,2,2,2,2,3,3,3,1,2,3,2,3,3,2,2,1,4, ,10,4,3,3,2,2,3,2,2,3,4,4,5,5,4,4,5,3,3,2,2,2,1,2,1,1,1,1,11, , ,7,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2, , ,2, , ,3,1,1,2,2,2
0730,103201,1,1,2,10,4,41,46,4,1,2,8,5,1,1,4,150,1,3,2, , , , ,3,3,2,3,2,1,3,4,4,3,1,1, , , , , , ,2,3,3,2,1,1,2,1,1,4,3,2,1,1,1,1,2,1,1,2,4,4,4,4,3,2,3,4,4,3,4,3,3,3,2,3,3,2,3,3,1,3,3,2,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,2,2,3,3,3,3,3,3,4,1,2,3,3,3,2,3,3,3,3, ,10,3,3,2,2,2,2,2,1,1,4,3,3,4,4,4,4,3,1,3,1,3,1,1,1,1,1,1,11, , ,7,2,2,3,3,2,5,5,5,5,5,5,2,3,3,3,3,2, , ,2, , ,2,2,2,3,3,3
0731,103207,1,1,1,10,4,47,48,4,2,6,6,6,1,1,6,200,1,2,2, , , , ,3,3,3,4,1,1,3,4,3,3,1,5, , , , , , ,4,4,4,4,1,2, , ,2,2,3,1,1,1,1,1,1,1,1,2,4,2,4,1,4,3,1,4,4,4,1,2,1,4,2,1,3,1,2,3,1,3,4,1,1,4,3,3,2,2,2,3,3,3,2,2,3,2,2,4,4,3,3,2,1,3,3,3,2,4,3,2,2,3,3,2,1,3,3,2,3,3,4,3,4,3, ,2,1,1,3,3,1,1,1,1,3,3,4,3,3,2,2,4,4,2,3,2,3,2,3,2,1,2,2,5, , ,5,3,2,2,3,3,5,5,5,5,5,5,3,2,3,4,4,2, , ,2, , ,4,4,1,4,4,3
0732,103211,1,1,1,10,4,40,42,2,2,9,7,7,1,1,4,250,1,3,2, , , , ,3,3,3,3,1,1,4,4,4,4,1,1,6, , , , , ,2,1,2,3,1,2, , ,1,4,1,1,1,1,1,1,1,1,1,3,2,4,3,4,4,4,4,4,3,3,3,4,4,4,2,3,3,1,4,4,1,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,5,2,3,3,3,4,3,4,3,4,3,4,4,4,4,4,4,4,5,5, ,10,4,4,3,4,3,3,2,1,40,5,5,5,5,5,5,5,4,3,4,4,4,2,1,1,1,1,1,11, , ,7,4,2,4,4,3,4,4,4,4,4,4,3,4,4,4,3,1,5, ,2, , ,4,3,1,4,4,3
0733,103215,1,1,2,10,4,41,46,2,2,12,6,5,1,1,4,250,1,2,2, , , , ,3,3,3,3,1,1,4,4,4,4,2, , , , , , , ,1,1,1,1,1,2, , ,2,2,2,1,1,1,1,1,1,1,1,3,2,1,3,1,3,3,4,4,4,1,4,2,3,4,1,4,4,1,4,4,1,4,4,2,3,3,3,3,4,3,3,2,2,2,3,3,3,2,4,4,4,4,5,4,2,3,3,3,3,3,4,3,4,3,3,4,1,3,4,3,3,3,4,3,4,4, ,8,4,3,3,1,2,3,1,1,10,5,5,5,5,5,5,5,4,3,3,1,3,1,1,1,1,1,1,11, , ,7,4,4,3,3,1,3,5,5,5,5,5,4,3,3,4,3,2, , ,2, , ,2,2,1,4,4,4
0734,103219,1,1,2,10,4,43,44,2,2,6,8,2,1,1,4,300,1,3,2, , , , ,4,4,4,4,1,1,4,4,4,4,1,1,2, , , , , ,4,4,4,4,3,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5, ,10,4,4,4,1,1,1,1,1,7,5,5,5,5,5,5,5,4,4,4,1,4,1,1,1,1,1,1,11, , ,7,4,4,4,4,1,5,5,5,5,5,5,4,4,4,4,4,2, , ,2, , ,4,4,1,4,4,4
0735,103224,1,1,1,10,4,44,51,3,2,9,11,6,1,1,7,150,2,2,2, , , , ,3,4,3,3,2,1,4,4,4,4,2, , , , , , , ,2,1,2,2,1,1,2,10,1,3,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,2,3,3,3,3,4,2,3,3,2,2,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,2,5,4,4,2,3,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,4,5, ,10,4,4,4,3,1,1,1,1,5,4,4,4,4,4,4,4,3,3,4,2,3,1,1,1,1,1,1,11, , ,7,3,3,3,4,2,4,4,4,3,3,4,3,3,3,3,3,1,2, ,2, , ,3,3,2,4,3,4
0736,103231,1,1,1,10,4,40,46,2,2,9,8,6,1,1,6,200,1,2,2, , , , ,3,3,3,3,4,1,4,4,4,4,2, , , , , , , ,4,4,4,4,3,1,1,5,2,3,2,1,1,1,1,1,1,1,1,3,3,3,3,2,4,3,3,4,4,2,3,2,3,4,2,3,3,2,3,3,1,3,4,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,5,3,5,5,4,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3, ,10,4,3,3,3,2,2,2,2,5,4,4,4,4,3,3,3,4,3,3,1,3,2,1,1,1,1,1,11, , ,7,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,2, , ,2, , ,2,3,3,3,3,3
0737,103236,1,1,1,10,4,38,47,2,2,9,6,5,1,1,3,200,1,3,2, , , , ,3,2,2,3,1,1,4,4,4,4,2, , , , , , , ,2,1,1,2,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,3,3,2,4,2,3,3,3,4,4,3,4,3,3,3,1,3,3,1,3,3,1,3,4,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,2,3,3,4,3,2,3,3,3,4,4,4,4,4,4,4,4,5,5, ,10,4,4,3,1,1,1,3,1,2,4,5,5,5,4,4,4,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,4,4,4,1,1,5,5,4,4,5,4,4,4,3,4,4,1,7, ,2, , ,4,4,1,4,4,3
0738,103239,1,1,2,10,4,32,50,2,1,6,6,5,1,1,7,150,1,2,2, , , , ,3,2,3,3,1,1,3,2,3,3,2, , , , , , , ,2,2,2,2,4,1,2,1,2,2,2,1,2,1,2,1,1,1,1,3,3,2,2,2,3,2,3,3,2,3,2,2,3,3,2,2,2,2,3,3,2,3,4,2,3,2,2,2,3,3,3,2,3,2,2,2,3,2,3,3,3,3,4,3,3,2,3,2,2,2,3,2,3,3,2,3,5,3,3,3,3,2,3,3,4,4, ,10,2,2,2,3,2,2,2,2,1,3,2,4,4,3,4,2,3,2,3,2,3,1,1,1,1,1,1,11, , ,7,3,3,2,2,2,5,5,5,4,4,4,3,3,3,3,2,2, , ,2, , ,3,3,3,3,3,3
0739,103248,1,1,1,10,4,42,47,2,2,9,6,6,1,1,4,150,1,3,2, , , , ,3,2,3,3,1,1,4,4,4,4,2, , , , , , , ,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,4,4,1,1,1,1,4,1,4,3,3,4,4,4,4,4,2,4,3,4,4,3,2,4,2,3,3,3,3,3,3,4,3,3,3,4,3,5,3,3,4,2,4,3,2,4,4,4,3,4,3,4,4,3,3,3,3,3,3, ,10,3,3,3,1,1,1,1,1,10,5,4,4,4,4,4,4,4,3,3,3,3,1,1,1,1,1,1,11, , ,7,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2, , ,2, , ,3,3,2,3,3,3
