ID,PID,WAVE_w1,SURVEY1_w1,S_GENDER_w1,S_AGE_w1,S_AREA1_w1,par_age_1_w1,par_age_2_w1,par_edu_1_w1,par_edu_2_w1,par_job_a1_w1,par_job_b1_w1,par_nat_1_w1,par_nat_2_w1,family_a01_w1,household_w1,income_01_w1,income_02_w1,income_03_w1,par_foreigner_01_w1,fa_korean_ab_a01_w1,fa_korean_ab_a02_w1,fa_korean_ab_a03_w1,fa_korean_ab_a04_w1,mo_korean_ab_b01_w1,mo_korean_ab_b02_w1,mo_korean_ab_b03_w1,mo_korean_ab_b04_w1,communication_a01_w1,communication_b01_w1,korean_ab_a01_w1,korean_ab_a02_w1,korean_ab_a03_w1,korean_ab_a04_w1,fore_language_a01_w1,fore_language_b01_w1,fore_language_b02_w1,fore_language_b03_w1,fa_language_ab_a01_w1,fa_language_ab_a02_w1,fa_language_ab_a03_w1,fa_language_ab_a04_w1,mo_language_ab_b01_w1,mo_language_ab_b02_w1,mo_language_ab_b03_w1,mo_language_ab_b04_w1,national_awar_01_w1,visit_par_country_01_w1,visit_par_country_02_w1,visit_par_country_03_w1,visit_ko_country_01_w1,inter_par_country_01_w1,s_accul_str_01_w1,s_accul_str_02_w1,s_accul_str_03_w1,s_accul_str_04_w1,s_accul_str_05_w1,s_accul_str_06_w1,s_accul_str_07_w1,s_accul_str_08_w1,s_accul_str_09_w1,s_accul_str_10_w1,s_national_iden_01_w1,s_national_iden_02_w1,s_national_iden_03_w1,s_national_iden_04_w1,biticul_acc_01_w1,biticul_acc_02_w1,biticul_acc_03_w1,biticul_acc_04_w1,biticul_acc_05_w1,biticul_acc_06_w1,biticul_acc_07_w1,biticul_acc_08_w1,biticul_acc_09_w1,biticul_acc_10_w1,health_01_w1,body_satis01_w1,body_satis02_w1,body_satis03_w1,body_satis04_w1,body_satis05_w1,body_satis06_w1,s_esteem_a01_w1,s_esteem_a02_w1,s_esteem_a03_w1,s_esteem_a04_w1,s_resil_01_w1,s_resil_02_w1,s_resil_03_w1,s_resil_04_w1,s_resil_05_w1,s_resil_06_w1,s_resil_07_w1,s_resil_08_w1,s_resil_09_w1,s_resil_10_w1,s_resil_11_w1,s_resil_12_w1,s_resil_13_w1,s_resil_14_w1,life_satis_01_w1,life_satis_02_w1,life_satis_03_w1,score_01_w1,score_02_w1,score_03_w1,score_04_w1,score_05_w1,satis_score_01_w1,achiev_01_w1,achiev_02_w1,achiev_03_w1,achiev_04_w1,achiev_05_w1,achiev_06_w1,achiev_07_w1,edu_plan_01_w1,consider_job_a01_w1,fa_support_01_w1,fa_support_02_w1,fa_support_03_w1,fa_support_04_w1,fa_support_05_w1,fa_support_06_w1,fa_support_07_w1,pr_father_01_w1,pr_mother_01_w1,diff_father_01_w1,diff_mother_01_w1,parenting_a01_w1,parenting_a02_w1,parenting_a03_w1,parenting_b01_w1,parenting_b02_w1,parenting_b03_w1,parenting_b04_w1,parenting_b05_w1,n_friends_01_w1,fr_sup_01_w1,fr_sup_02_w1,fr_sup_03_w1,fr_sup_04_w1,fr_sup_05_w1,fr_sup_06_w1,fr_sup_07_w1,fr_rela_a01_w1,fr_rela_a02_w1,fr_rela_a03_w1,fr_rela_a04_w1,fr_rela_a05_w1,bullying_01_w1,bullying_02_w1,bullying_03_w1,bullying_04_w1,bullying_05_w1,bullying_06_w1,diff_school_a01_w1,diff_school_a02_w1,diff_school_a03_w1,diff_study_01_w1,learning_a01_w1,learning_a02_w1,learning_a03_w1,learning_a04_w1,learning_a05_w1,te_sup_01_w1,te_sup_02_w1,te_sup_03_w1,te_sup_04_w1,te_sup_05_w1,te_sup_06_w1,te_rela_a01_w1,te_rela_a02_w1,te_rela_a03_w1,te_rela_a04_w1,te_rela_a05_w1,help_in_sc_01_w1,help_in_sc_02_1_w1,help_in_sc_02_2_w1,help_community_01_w1,help_community_02_1_w1,help_community_02_2_w1,community_01_w1,community_02_w1,community_03_w1,community_04_w1,community_05_w1,community_06_w1
0188,100810,1,1,2,10,2,44,52,3,1,2,7,6,1,1,5,250,1,3,2, , , , ,4,4,4,4,1,1,4,4,4,4,1,5, , , , , , ,3,3,3,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,2,2,3,4,2,4,3,2,3,1,3,3,1,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,4,3,3,2,3,3,3,4,5,2,3,4,4,2,3,3,3,3,4,4,3,4,3,4,4,4,4,3,3,3,3,3, ,10,3,3,3,1,2,2,1,1,15,4,4,5,4,4,4,4,4,4,4,1,4,1,1,1,1,1,1,11, , ,7,3,4,3,3,1,4,4,4,4,3,4,4,3,3,4,4,2, , ,2, , ,2,3,1,3,3,3
0189,100813,1,1,2,10,2,36,37,4,4,11,2,8,1,1,6,200,1,2,2, , , , ,3,2,3,4,2,4,4,3,4,4,1,1,7, , , , , ,2,1,1,2,1,1,1,10,2,4,3,1,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,1,3,3,1,3,4,1,4,4,3,4,3,3,3,3,2,2,3,3,3,3,2,2,3,4,3,3,3,5,4,3,5,3,1,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,5,5, ,10,3,3,3,2,2,2,2,1,10,5,5,4,5,5,4,5,4,3,3,1,3,1,1,1,1,1,1,11, , ,7,3,3,3,3,2,3,3,3,3,4,5,4,3,3,3,3,1,3, ,2, , ,4,3,1,3,3,3
0190,100819,1,1,2,10,2,43,46,4,1,1,1,7,1,1,4,200,1,3,2, , , , ,3,2,3,4,3,1,4,4,4,4,1,6, , , , , , ,3,1,1,3,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4,3,4,4,3,3,3,3,2,2,1,4,4,2,3,4,1,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,5,3,4,3,2,3,3,3,3,3,3,2,4,2,4,3,3,3,3,4,4,4,4, ,10,4,4,3,1,1,1,2,1,7,5,5,5,5,5,5,5,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,3,3,3,3,2,4,4,4,4,4,4,4,2,2,4,3,2, , ,2, , ,3,3,1,3,3,2
0191,100823,1,1,1,10,2,37,46,3,2,8,11,5,1,1,3,100,2,1,2, , , , ,2,3,3,3,2,2,4,4,4,4,1,1,2, , , , , ,2,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,4,2,2,2,1,4,1,1,3,4,3,4,1,1,4,1,2,2,2,3,3,1,3,4,3,4,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,1,3,1,1,2,1,1,1,2, ,5,3,3,3,3,2,1,2,1,50,4,5,5,5,4,4,5,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,3,3,3,3,2,5,4,4,4,3,4,3,3,3,3,3,2, , ,1,7, ,4,4,3,4,3,2
0192,100826,1,1,2,10,2,48,55,4,2,2,2,8,1,1,3,500,1,3,2, , , , ,3,3,3,3,2,1,4,4,4,4,1,1, , , , , , ,2,2,2,3,3,1,2,7,1,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,3,1,3,3,1,3,4,4,3,3,3,4,3,2,3,4,3,3,3,3,2,3,3,3,3,3,4,5,4,4,4,1,3,2,3,3,2,3,3,4,2,3,3,3,3,3,3,3,4,4, ,10,4,3,3,1,1,1,3,1,10,5,4,4,4,5,5,4,4,2,1,2,2,1,1,1,1,1,1,11, , ,7,3,3,3,2,2,4,4,4,4,4,3,3,2,4,3,3,2, , ,1,7, ,3,2,1,3,3,3
0193,100829,1,1,2,10,2,41,49,4,2,2,9,5,1,1,3,180,1,2,2, , , , ,3,2,3,4,2,2,4,3,3,4,1,1,2,4, , , , ,4,4,3,4,1,1,2,4,1,4,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,4,4,4,1,3,2,4,4,2,3,2,1,2,4,1,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,2,3,4,4,4,4,3,4,4,3,4,2,3,3,2,2,2,3,3,4,5,3,3,4,4,4,4,4,4,5, ,10,4,2,2,2,2,1,1,1,25,4,3,5,5,4,5,5,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,4,3,3,3,1,4,5,5,4,5,4,4,2,4,4,4,2, , ,2, , ,3,4,2,4,4,4
0194,100832,1,1,2,10,2,35,35,2,2,12,12,1,5,1,4,200,1,2,1,4,3,3,4, , , , ,1,1,4,3,3,4,1,4, , ,3,3,3,3, , , , ,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,2,3,3,4,3,4,3,4,4,3,3,4,3,3,4,1,3,3,1,3,3,1,4,4,2,4,4,3,4,4,3,3,4,3,3,3,3,3,3,4,4,4,4,4,2,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,5,5,10, ,4,4,4,3,3,3,1,1,30,5,5,5,5,4,4,5,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,3,3,3,4,1,4,5,5,5,4,3,4,2,2,4,1,2, , ,2, , ,4,4,4,4,4,4
0195,100836,1,1,1,10,2,42,42,4,4,11,12,6,1,1,5,230,1,3,2, , , , ,3,3,3,3,1,1,4,4,4,4,1,1,5, , , , , ,3,3,3,3,3,1,2,15,1,3,1,1,1,1,1,1,1,1,1,4,3,2,3,2,3,2,3,3,3,3,3,2,2,3,1,2,2,2,2,3,1,2,3,2,3,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,2,3,3,3,3,3,3,2,4,1,3,3,3,3,3,3,3,3,4, ,10,3,3,2,2,2,2,2,2,7,5,5,4,5,5,5,5,4,3,3,2,3,1,1,1,1,1,1,11, , ,7,3,3,3,2,2,3,3,3,2,2,2,3,3,3,2,3,2, , ,2, , ,3,3,3,2,3,2
0196,100841,1,1,2,11,2,38,45,2,3,11,12,3,1,1,5,250,1,3,2, , , , ,3,3,4,2,1,1,4,4,4,4,1,2, , , , , , ,3,3,4,2,1,2, , ,1,3,1,1,1,1,1,1,1,1,1,4,4,3,4,3,4,1,4,4,4,1,3,1,1,4,1,3,3,1,2,4,1,4,4,3,4,3,4,4,3,2,4,4,3,3,4,4,4,2,3,4,3,3,5,1,3,3,3,1,3,4,2,1,1,4,4,3,1,4,4,4,4,4,4,4,5,5, ,10,3,3,4,4,2,3,4,1,80,4,5,5,5,5,5,5,4,4,4,1,3,3,2,1,1,1,2,11, , ,7,3,2,3,1,2,4,5,4,4,4,4,4,3,3,3,3,2, , ,2, , ,4,2,2,1,3,4
0197,100847,1,1,2,9,2,38,41,3,1,2,9,5,1,1,5,150,2,2,2, , , , ,3,3,3,3,2,1,3,3,3,3,1,1, , , , , , ,2,2,2,2,1,2, , ,1,4,3,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,2,2,2,2,3,3,3,3, ,5,3,3,2,3,3,3,3,1,30,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,4,8, ,7,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,2,2, , ,1,7, ,2,2,2,3,2,2
0198,100850,1,1,1,10,2,47, ,1, ,4, ,3, ,2,2,100,2,2,2, , , , ,2,2,2,3,1,1,4,3,4,4,1,2, , , , , , ,4,2,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,1,4,1,4,4,1,1,4,1,1,1,2,2,1,3,4,3,3,3,4,1,3,3,1,3,2,1,3,1,1,2,3,1,1,3,1,3,2,1,4,2,4,4,3,3,3,4,3,2,4,3,4,4,1,2,1,3,1,2,3,2,1,3, ,6,1,4,1,1,1,1,2,1,5,2,1,1,2,1,1,2,2,1,1,1,3,1,3,1,1,1,1,11, , ,7,3,2,3,4,3,3,5,3,3,4,3,3,1,2,3,1,2, , ,2, , ,1,1,1,2,1,2
0199,100853,1,1,2,10,2,30,46,2,2,11,7,8,1,1,4,400,1,4,2, , , , ,3,3,3,4,3,2,4,3,4,4,2, , , , , , , ,3,2,3,4,3,1,1,5,2,4,1,1,1,1,1,1,1,1,1,4,3,3,3,1,4,2,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,1,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,5,5, ,10,4,4,4,1,1,1,1,1,39,4,5,5,5,5,5,5,4,4,4,1,3,1,1,1,1,1,1,11, , ,7,4,3,4,3,1,5,5,4,3,3,4,4,3,3,3,3,2, , ,2, , ,4,4,1,4,4,4
0200,100857,1,1,2,10,2,41,41,4,2,11,6,6,1,1,5,200,1,3,2, , , , ,4,4,4,4,2,1,4,4,4,4,1,1,5, , , , , ,3,3,3,3,3,1,1,13,1,4,4,1,1,1,1,2,1,1,1,3,1,3,2,2,1,3,3,2,2,3,3,2,3,3,2,2,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,4,5,4,4,4,2,3,3,3,3,3,3,2,4,5,2,3,2,2,2,2,2,3,4, ,10,3,3,2,3,2,2,2,1,23,4,5,5,5,4,5,4,3,3,3,1,3,1,1,1,1,1,1,11, , ,7,3,4,3,3,1,4,4,4,4,3,4,3,3,3,3,3,2, , ,2, , ,3,3,1,3,3,3
0201,100862,1,1,1,10,2,38,49,2,2,11,3,3,1,1,3,100,1,3,2, , , , ,4,4,4,4,2,1,4,4,4,4,1,1, , , , , , ,2,2,2,2,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,4,2,3,3,2,3,4,3,2,1,1,1,1,3,1,4,4,1,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,5,5,5,5,5,1,4,4,4,4,4,4,4,4,7,4,4,3,4,4,4,4,5,5, ,1,4,4,4,1,1,1,1,1,30,5,5,5,5,5,5,5,4,4,4,1,3,1,1,1,1,1,1,11, , ,7,3,4,4,4,1,5,3,5,5,1,5,4,4,4,4,1,1,2, ,2, , ,4,4,1,4,4,1
0202,100866,1,1,2,10,2,35,47,2,2,2,6,3,1,1,4,400,1,3,2, , , , ,3,3,3,4,1,1,3,3,3,3,1,1, , , , , , ,4,4,4,4,1,1,1,9,1,3,1,1,1,1,1,1,1,1,1,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,2,3,3,1,3,4,1,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,3,3,3,3,3,3,2,4,2,4,4,4,4,4,4,3,3,3, ,2,4,4,4,4,4,4,4,4,23,5,5,5,5,4,5,5,4,4,4,2,4,1,1,1,1,1,1,11, , ,3,3,3,3,3,2,4,4,4,4,4,4,3,3,3,3,3,2, , ,2, , ,3,3,3,3,3,3
0203,100869,1,1,2,10,2,42,46,3,2,11,8,5,1,1,4,250,1,2,2, , , , ,3,2,2,3,1,1,4,4,4,4,1,1,4, , , , , ,4,4,4,4,1,1,2,5,1,3,1,1,1,1,1,1,1,1,1,4,3,2,2,3,4,4,3,4,4,2,4,2,3,3,1,3,2,3,3,2,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,2,3,3,3,2,3,4,3,2,2,4,4,4,1,4,3,3,4,3,4,4,5,5, ,10,4,4,4,2,2,3,2,1,25,5,5,5,5,5,5,5,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,4,3,3,4,2,3,5,5,4,4,5,4,3,4,4,4,2, , ,2, , ,4,4,1,4,4,4
0204,100874,1,1,1,10,2,35,49,2,2,11,12,3,1,1,4,300,1,3,2, , , , ,2,2,2,2,1,1,2,2,2,2,1,1,2, , , , , ,2,2,2,2,1,2, , ,2,1,1,3,1,3,1,1,1,1,1,2,4,4,3,1,2,2,3,3,3,2,1,4,2,3,2,3,3,3,3,3,1,4,3,2,4,4,4,3,3,4,3,2,3,3,2,3,3,2,3,4,3,4,2,2,2,2,2,3,1,3,2,2,3,3,2,4,1,3,3,3,3,3,3,2,5,5, ,10,4,4,4,3,2,2,3,2,20,4,4,4,4,4,4,4,4,2,3,3,4,1,1,1,1,1,1,11, , ,7,3,2,3,3,2,4,4,3,4,4,4,3,3,3,3,2,2, , ,2, , ,4,4,1,4,4,4
0205,100877,1,1,1,10,2,33,39,1,2,11,3,3,1,1,3,400,1,3,2, , , , ,4,4,4,3,1,1,3,3,3,3,2, , , , , , , ,4,4,4,4,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,3,2,2,2,2,4,3,3,4,4,2,4,2,2,4,1,2,3,2,3,4,1,4,4,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,4,3,4,3,3,2,3,4,3,2,4,4,2,4,1,3,3,3,3,3,3,3,4,4, ,10,3,2,2,2,2,1,2,2,60,5,5,5,5,4,4,4,4,2,3,2,3,1,1,1,1,1,1,11, , ,7,3,3,3,4,3,4,4,4,3,4,3,3,2,2,3,3,2, , ,2, , ,3,3,3,3,3,3
0206,100882,1,1,2,10,2,46,48,2,1,11,8,6,1,1,6,170,1,2,2, , , , ,3,3,3,3,2,2,4,4,4,4,1,1,2,5, , , , ,2,2,2,2,1,2, , ,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4, ,2,4,3,3,2,2,2,2,1,8,4,4,4,4,3,3,3,3,3,3,1,3,2,2,1,1,1,1,11, , ,2,3,3,3,3,1,3,4,4,4,3,4,3,2,2,3,3,1,7, ,2, , ,3,3,1,3,3,3
0207,100886,1,1,2,11,2,35,36,4,4,2,12,5,8,1,4,130,1,3,3,3,2,1,3,3,3,4,3,1,2,4,4,4,4,2, , , ,2,2,2,2,3,2,3,2,1,2, , ,2,3,1,3,3,1,1,1,1,1,1,4,1,4,4,3,4,2,1,3,3,3,1,1,4,4,2,2,2,3,2,2,3,3,4,1,4,1,2,4,4,3,2,3,3,4,2,1,1,3,2,3,2,4,3,3,1,1,2,2,3,2,3,3,3,2,3,4,7,4,3,4,3,3,4,2,3,4,8,8,4,4,3,3,3,1,1,1,3,3,4,4,5,4,5,3,3,1,3,1,3,1,1,1,1,1,1,2,9,12,2,2,1,2,1,1,5,4,5,5,5,5,3,2,3,3,4,2, , ,2, , ,3,4,3,3,3,4
0208,100890,1,1,1,10,2,33, ,2, ,11, ,5, ,2,3,110,2,2,2, , , , ,2,2,2,2,3,6,2,3,2,3,2, , , , , , , ,4,4,4,4,3,1,2,3,1,3,2,3,2,2,2,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,1,3,3,2,2,2,3,2,3,2,3,4,1,2,2,3,3,2,3,2,3,2,3,2,3,2,2,3,3,4,3,3,3,3,3,4,2,2,3,2,2,3,2,3,2,4,2,3,3,3,2,3,2,3,3, ,5,2,2,3,2,2,3,3,2,9,5,3,4,3,2,3,3,3,3,4,2,2,1,1,1,1,1,1,11, , ,7,2,1,2,3,2,3,4,3,3,4,3,3,2,3,3,3,2, , ,2, , ,1,2,2,3,3,3
0209,100894,1,1,1,10,2,48,49,3,2,11,6,6,1,1,6,130,1,3,2, , , , ,3,3,3,3,1,1,3,3,3,3,2, , , , , , , ,3,3,4,4,1,2, , ,1,3,1,1,1,1,1,1,1,1,1,2,1,3,4,3,3,3,3,4,4,3,4,2,3,3,1,3,4,3,4,4,1,4,4,3,4,3,3,3,3,4,3,4,3,3,3,3,3,4,3,4,3,4,3,2,3,3,3,2,3,3,3,2,3,4,3,4,4,4,4,4,3,3,3,3,3,4, ,10,3,3,1,2,1,3,3,1,20,5,4,5,5,4,5,5,4,4,4,1,2,1,1,1,1,1,1,11, , ,4,2,3,2,4,2,4,5,4,3,5,4,3,3,3,3,3,2, , ,2, , ,4,4,1,4,4,3
0210,100899,1,1,2,10,2,39,43,3,2,11,6,6,1,1,7,150,1,3,2, , , , ,3,3,3,3,1,1,4,4,4,4,2, , , , , , , ,3,3,3,3,1,1,1,2,1,4,2,1,1,1,1,1,1,2,2,2,3,4,3,2,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,1,3,3,2,3,3,3,4,3,3,3,1,2,3,3,3,3,3,3,4,2,4,4,3,3,3,3,2,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,3,3,3, ,10,4,4,4,1,2,1,1,1,45,3,3,3,3,3,3,3,3,3,4,1,3,1,1,1,1,1,1,11, , ,7,3,4,3,3,2,4,4,4,3,3,3,4,3,4,4,3,2, , ,2, , ,3,3,2,3,3,4
0211,100906,1,1,2,10,2,32,35,4,2,7,7,8,1,1,5,250,1,3,2, , , , ,3,2,2,3,2,3,3,3,2,3,1,1, , , , , , ,2,1,2,1,1,2, , ,1,3,1,1,1,1,1,1,1,1,1,4,3,2,2,2,3,3,4,4,4,2,4,1,3,4,1,3,3,2,4,4,1,4,4,4,4,4,4,4,4,2,3,1,2,3,4,3,2,3,3,3,3,4,5,4,3,4,4,2,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,3,5, ,10,4,4,4,1,1,1,1,1,10,5,5,5,5,5,5,5,4,4,4,1,3,1,1,1,1,1,1,11, , ,7,3,4,4,4,1,5,5,5,5,5,5,4,3,3,4,4,2, , ,2, , ,3,2,1,2,3,2
0212,100912,1,1,2,10,2,36,49,1,1,11,9,3,1,1,6,200,1,3,2, , , , ,4,4,4,4,1,1,4,3,4,4,1,2, , , , , , ,3,2,3,3,1,2, , ,1,4,2,1,1,1,1,1,1,1,1,3,3,2,3,1,3,2,3,4,4,1,4,1,4,4,1,3,3,1,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,5,5, ,10,4,4,4,1,1,1,1,1,7,3,5,4,5,5,4,5,4,3,3,1,3,1,1,1,1,1,1,11, , ,7,4,4,4,4,1,4,3,4,4,3,3,3,3,3,3,3,2, , ,1,4, ,3,3,1,3,3,3
0213,100917,1,1,1,10,2,40,43,4,2,6,6,6,1,1,7,500,1,3,2, , , , ,3,2,3,4,2,1,4,4,4,4,2, , , , , , , ,4,4,4,4,1,1,2,10,1,3,1,1,1,1,1,1,1,1,1,4,2,1,2,2,4,3,3,4,4,2,4,2,2,3,2,2,2,2,3,3,1,4,4,3,3,4,3,3,3,2,3,2,3,2,2,2,2,3,3,3,3,3,4,2,4,3,4,2,3,3,3,3,3,4,3,2,2,4,4,4,3,3,3,3,4,4, ,10,4,3,4,2,2,2,2,2,16,4,3,4,4,3,3,3,4,4,4,1,2,1,1,1,1,1,1,11, , ,7,3,3,3,2,2,4,4,4,4,2,2,3,2,2,2,3,2, , ,2, , ,4,4,1,3,4,4
0214,100924,1,1,2,10,2,42,44,2,2,11,12,8,1,1,4,200,1,3,2, , , , ,3,3,3,3,2,1,3,3,2,3,1,7, , , , , , ,3,2,3,3,2,2, , ,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,4,4,2,4,4,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,3,4,4,4,4,5,3,2,5,3,1,4,4,4,4,4,3,4,1,4,4,3,4,4,3,4,4,4,3, ,10,4,4,4,4,4,4,4,4,15,5,4,5,5,5,4,5,4,4,4,1,2,4,4,1,1,4,1,11, , ,7,4,3,4,4,1,5,5,5,5,5,4,4,4,4,4,4,2, , ,2, , ,4,4,4,4,4,4
0215,100928,1,1,2,10,2,49,47,2,2,11,7,3,1,1,4,1809,1,3,2, , , , ,3,3,3,4,1,1,3,3,3,3,1,1, , , , , , ,4,4,4,4,1,1,1,9,1,3,1,1,1,1,1,1,1,1,1,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,2,3,3,1,3,4,1,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,3,3,3,3,3,3,2,4,2,4,4,4,4,4,4,3,3,3, ,2,4,4,4,4,4,4,4,4,23,5,5,5,5,4,5,5,4,4,4,2,4,1,1,1,1,1,1,11, , ,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2, , ,2, , ,3,3,3,3,3,3
0216,100933,1,1,1,9,2,37,46,2,2,8,7,2,1,1,4,300,1,3,2, , , , ,3,2,3,3,2,3,4,4,4,4,2, , , , , , , ,2,2,2,2,1,1,2,2,2,4,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,2,2,2,3,4,1,3,2,1,3,4,1,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,5, ,10,4,4,4,1,1,1,1,1,35,4,5,5,4,4,4,4,4,4,3,2,3,1,1,1,1,1,1,11, , ,7,4,3,4,4,3,4,4,3,3,4,3,4,4,4,4,4,2, , ,2, , ,3,4,1,4,4,4
0217,100936,1,1,2,10,2,38,40,2,2,2,8,6,1,1,4,250,1,2,2, , , , ,4,4,3,3,1,1,3,3,2,2,2, , , , , , , ,4,4,4,4,1,1,2,5,1,5,4,1,3,4,3,2,4,2,4,3,2,2,3,3,4,4,3,3,4,3,3,2,3,3,2,2,2,1,3,4,1,4,4,3,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,2,1,1,4,1,1,4,3,3,2,2,3,3,3,4,1,4,4,3,4,4,4,4,4,5, ,10,4,4,4,4,4,1,2,1,8,4,4,4,4,4,4,4,3,3,2,1,3,1,1,1,2,2,1,11, , ,2,3,2,3,3,2,5,5,5,5,5,4,3,3,3,3,3,2, , ,2, , ,3,3,2,1,2,1
0218,100942,1,1,1,10,2,46,45,2,2,11,10,6,1,1,5,300,1,3,2, , , , ,3,2,2,3,3,2,3,2,3,3,1,5, , , , , , ,3,2,1,2,3,1,1,5,2,3,1,1,1,1,1,1,1,1,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,4,1,4,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,3,3,4,2,5,2,3,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3,4,4, ,10,4,3,3,3,2,2,2,1,5,4,4,4,5,3,4,5,3,3,3,1,3,1,1,1,1,1,1,11, , ,2,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,2, , ,2, , ,1,2,2,3,3,4
0219,100945,1,1,2,10,2,37,47,2,2,11,9,5,1,1,5,200,1,3,2, , , , ,4,2,3,3,1,1,4,3,4,3,1,1,4, , , , , ,2,1,1,2,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,4,3,4,4,4,4,3,4,4,4,1,4,1,2,4,2,3,4,1,3,3,1,4,4,3,4,3,3,4,4,3,4,4,3,2,4,2,4,4,4,4,3,3,3,4,4,3,3,3,4,3,3,4,4,4,3,4,5,3,3,4,4,3,4,4,3,5, ,10,4,4,4,1,1,1,2,3,16,4,4,5,5,3,2,4,3,3,3,1,2,1,1,1,1,1,1,11, , ,7,3,1,3,3,3,3,4,4,4,5,4,3,3,4,3,3,2, , ,2, , ,4,4,3,4,3,4
